timestamp,step,epoch,eval_loss,wer,cer,eval_samples_per_second,eval_steps_per_second,eval_runtime
2026-03-05T22:05:41.412480,4,0.5,3.3077011108398438,0.7491039426523297,0.15458422174840086,8.51,0.275,3.6428
2026-03-05T22:05:52.320431,8,1.0,3.2207083702087402,0.6917562724014337,0.14125799573560768,8.556,0.276,3.6232
2026-03-05T22:06:03.145733,12,1.5,3.0147571563720703,0.6129032258064516,0.11513859275053305,8.453,0.273,3.6673
2026-03-05T22:06:11.576239,16,2.0,2.837076187133789,0.5268817204301075,0.10074626865671642,8.508,0.274,3.6437
2026-03-05T22:06:22.357097,20,2.5,2.687021017074585,0.4551971326164875,0.08102345415778252,8.569,0.276,3.6177
2026-03-05T22:06:31.438064,24,3.0,2.542018175125122,0.4265232974910394,0.07729211087420043,8.51,0.275,3.6428
2026-03-05T22:06:42.183087,28,3.5,2.3964712619781494,0.3548387096774194,0.06343283582089553,8.557,0.276,3.6229
2026-03-05T22:06:50.671636,32,4.0,2.280006170272827,0.32974910394265233,0.0628997867803838,8.556,0.276,3.6234
2026-03-05T22:07:01.483277,36,4.5,2.206632614135742,0.3010752688172043,0.05490405117270789,8.65,0.279,3.5839
2026-03-05T22:07:10.161641,40,5.0,2.1589927673339844,0.27956989247311825,0.050106609808102345,8.617,0.278,3.5977
2026-03-05T22:07:20.948070,44,5.5,2.119828224182129,0.3010752688172043,0.05543710021321962,8.636,0.279,3.5895
2026-03-05T22:07:29.262693,48,6.0,2.0823957920074463,0.2616487455197133,0.050106609808102345,8.646,0.279,3.5857
2026-03-05T22:07:40.387506,52,6.5,2.054649591445923,0.25448028673835127,0.0511727078891258,8.465,0.273,3.662
2026-03-05T22:07:48.833822,56,7.0,2.0426673889160156,0.25448028673835127,0.051705756929637525,8.639,0.279,3.5883
2026-03-05T22:07:59.546683,60,7.5,2.0234670639038086,0.25806451612903225,0.048507462686567165,8.573,0.277,3.6159
2026-03-05T22:08:08.001207,64,8.0,2.0233163833618164,0.25806451612903225,0.04904051172707889,8.593,0.277,3.6075
2026-03-05T22:08:18.760327,68,8.5,2.0007669925689697,0.24372759856630824,0.04957356076759062,8.635,0.279,3.5901
2026-03-05T22:08:27.348766,72,9.0,1.9923335313796997,0.23297491039426524,0.04744136460554371,8.627,0.278,3.5935
2026-03-05T22:08:38.117011,76,9.5,1.9908545017242432,0.24014336917562723,0.04797441364605544,8.681,0.28,3.571
2026-03-05T22:08:46.329551,80,10.0,2.0021603107452393,0.24014336917562723,0.04637526652452026,8.654,0.279,3.5822
2026-03-05T22:08:57.310640,84,10.5,1.997310757637024,0.24372759856630824,0.04797441364605544,8.721,0.281,3.5548
2026-03-05T22:09:06.118615,88,11.0,1.998220682144165,0.24014336917562723,0.04637526652452026,8.67,0.28,3.5756
2026-03-05T22:09:17.069324,92,11.5,2.0133326053619385,0.23297491039426524,0.04317697228144989,8.703,0.281,3.562
2026-03-05T22:09:25.821814,96,12.0,2.018770933151245,0.23297491039426524,0.042643923240938165,8.593,0.277,3.6075
2026-03-05T22:09:34.027208,96,12.0,1.9923335313796997,0.23297491039426524,0.04744136460554371,8.59,0.277,3.609
