timestamp,step,epoch,loss,learning_rate,grad_norm,samples_per_second,steps_per_second
2026-02-08T14:32:41.661937,1,0.25,2.6936,0.0,21.53102684020996,,
2026-02-08T14:32:41.881821,2,0.5,2.6852,2.5000000000000004e-07,23.464052200317383,,
2026-02-08T14:32:42.101506,3,0.75,2.7764,5.000000000000001e-07,20.067474365234375,,
2026-02-08T14:32:42.317734,4,1.0,2.2781,7.5e-07,20.508296966552734,,
2026-02-08T14:32:53.638353,5,1.25,2.3446,1.0000000000000002e-06,19.801143646240234,,
2026-02-08T14:32:53.864893,6,1.5,2.7725,1.25e-06,20.975433349609375,,
2026-02-08T14:32:54.087617,7,1.75,2.4079,1.5e-06,19.351058959960938,,
2026-02-08T14:32:54.315327,8,2.0,2.6279,1.75e-06,18.294530868530273,,
2026-02-08T14:33:04.366067,9,2.25,2.6815,2.0000000000000003e-06,20.57593536376953,,
2026-02-08T14:33:04.595794,10,2.5,2.4175,2.25e-06,18.42328453063965,,
2026-02-08T14:33:04.826663,11,2.75,2.2128,2.5e-06,17.63544464111328,,
2026-02-08T14:33:05.044585,12,3.0,2.444,2.7500000000000004e-06,17.192472457885742,,
2026-02-08T14:33:15.799838,13,3.25,2.3855,3e-06,16.954641342163086,,
2026-02-08T14:33:16.022302,14,3.5,2.1144,3.2500000000000002e-06,15.45131778717041,,
2026-02-08T14:33:16.254403,15,3.75,2.1834,3.5e-06,14.90704345703125,,
2026-02-08T14:33:16.481234,16,4.0,2.4494,3.7500000000000005e-06,15.997781753540039,,
2026-02-08T14:33:28.434664,17,4.25,2.112,4.000000000000001e-06,13.826189994812012,,
2026-02-08T14:33:28.660291,18,4.5,1.7284,4.25e-06,13.161417961120605,,
2026-02-08T14:33:28.884516,19,4.75,2.5743,4.5e-06,14.350198745727539,,
2026-02-08T14:33:29.111202,20,5.0,2.0607,4.75e-06,14.4593505859375,,
2026-02-08T14:33:40.785215,21,5.25,2.3209,5e-06,13.517276763916016,,
2026-02-08T14:33:41.006729,22,5.5,1.8956,5.2500000000000006e-06,13.163592338562012,,
2026-02-08T14:33:41.243076,23,5.75,1.6605,5.500000000000001e-06,11.958196640014648,,
2026-02-08T14:33:41.468733,24,6.0,1.846,5.75e-06,11.225485801696777,,
2026-02-08T14:33:51.473583,25,6.25,1.3592,6e-06,10.601248741149902,,
2026-02-08T14:33:51.698682,26,6.5,2.0479,6.25e-06,11.760770797729492,,
2026-02-08T14:33:51.925908,27,6.75,1.7556,6.5000000000000004e-06,11.042534828186035,,
2026-02-08T14:33:52.151291,28,7.0,1.6611,6.750000000000001e-06,11.537681579589844,,
2026-02-08T14:34:01.756971,29,7.25,1.6845,7e-06,9.985980033874512,,
2026-02-08T14:34:01.983235,30,7.5,1.8279,7.25e-06,10.941147804260254,,
2026-02-08T14:34:02.210986,31,7.75,1.2014,7.500000000000001e-06,8.49696159362793,,
2026-02-08T14:34:02.437727,32,8.0,1.4927,7.75e-06,9.472732543945312,,
2026-02-08T14:34:14.298116,33,8.25,1.3711,8.000000000000001e-06,8.550424575805664,,
2026-02-08T14:34:14.559507,34,8.5,1.3893,8.25e-06,8.518779754638672,,
2026-02-08T14:34:14.800596,35,8.75,1.3196,8.5e-06,8.414875030517578,,
2026-02-08T14:34:15.051764,36,9.0,1.2888,8.750000000000001e-06,8.473340034484863,,
2026-02-08T14:34:27.099427,37,9.25,1.0894,9e-06,7.553678035736084,,
2026-02-08T14:34:27.352203,38,9.5,1.1386,9.250000000000001e-06,7.17495584487915,,
2026-02-08T14:34:27.592177,39,9.75,1.0564,9.5e-06,7.36389684677124,,
2026-02-08T14:34:27.829917,40,10.0,1.2994,9.75e-06,8.174687385559082,,
2026-02-08T14:34:38.847065,41,10.25,0.976,1e-05,6.350327968597412,,
2026-02-08T14:34:39.091605,42,10.5,1.1918,9.999036202410324e-06,9.407968521118164,,
2026-02-08T14:34:39.343778,43,10.75,0.7994,9.996145181203616e-06,5.532374858856201,,
2026-02-08T14:34:39.587040,44,11.0,0.887,9.99132805092358e-06,6.812544345855713,,
2026-02-08T14:34:52.401481,45,11.25,0.7058,9.984586668665641e-06,5.448634624481201,,
2026-02-08T14:34:52.657903,46,11.5,0.7639,9.975923633360985e-06,5.363482475280762,,
2026-02-08T14:34:52.912456,47,11.75,1.0344,9.965342284774633e-06,7.085357189178467,,
2026-02-08T14:34:53.169843,48,12.0,0.7204,9.952846702217886e-06,6.236790180206299,,
2026-02-08T14:35:04.606325,49,12.25,0.9515,9.938441702975689e-06,6.169405937194824,,
2026-02-08T14:35:04.859191,50,12.5,0.698,9.922132840449459e-06,5.104804039001465,,
2026-02-08T14:35:05.108666,51,12.75,0.6565,9.903926402016153e-06,4.943907260894775,,
2026-02-08T14:35:05.366736,52,13.0,0.4759,9.883829406604363e-06,4.4813971519470215,,
2026-02-08T14:35:15.452269,53,13.25,0.5638,9.861849601988384e-06,4.590123176574707,,
2026-02-08T14:35:15.679707,54,13.5,0.6693,9.8379954618013e-06,4.844622611999512,,
2026-02-08T14:35:15.900345,55,13.75,0.6149,9.812276182268236e-06,5.160256385803223,,
2026-02-08T14:35:16.130074,56,14.0,0.5137,9.784701678661045e-06,4.683906555175781,,
2026-02-08T14:35:25.674550,57,14.25,0.5893,9.755282581475769e-06,4.431196212768555,,
