timestamp,step,epoch,loss,learning_rate,grad_norm,samples_per_second,steps_per_second
2026-03-03T18:13:42.699305,1,0.125,3.8514,0.0,3.4100399017333984,,
2026-03-03T18:13:43.032889,2,0.25,4.9095,1.25e-05,4.663642883300781,,
2026-03-03T18:13:43.361088,3,0.375,3.7445,2.5e-05,3.9250214099884033,,
2026-03-03T18:13:43.684592,4,0.5,4.0605,3.75e-05,4.273606300354004,,
2026-03-03T18:13:58.037693,5,0.625,4.0898,5e-05,4.0996174812316895,,
2026-03-03T18:13:58.364486,6,0.75,3.8155,6.25e-05,4.094625949859619,,
2026-03-03T18:13:58.688387,7,0.875,3.824,7.5e-05,4.9970598220825195,,
2026-03-03T18:13:58.955643,8,1.0,3.8401,8.75e-05,5.161229610443115,,
2026-03-03T18:14:14.786365,9,1.125,3.828,0.0001,3.4776597023010254,,
2026-03-03T18:14:15.115661,10,1.25,4.1133,0.00011250000000000001,4.307328224182129,,
2026-03-03T18:14:15.445276,11,1.375,3.543,0.000125,3.148425340652466,,
2026-03-03T18:14:15.772646,12,1.5,3.457,0.0001375,3.308454751968384,,
2026-03-03T18:14:28.791850,13,1.625,3.1699,0.00015,2.913945436477661,,
2026-03-03T18:14:29.120480,14,1.75,3.2756,0.00016250000000000002,3.3937156200408936,,
2026-03-03T18:14:29.454231,15,1.875,3.2193,0.000175,2.5480501651763916,,
2026-03-03T18:14:29.726636,16,2.0,3.418,0.0001875,3.9843478202819824,,
2026-03-03T18:14:45.610060,17,2.125,3.2206,0.0002,3.240895986557007,,
2026-03-03T18:14:45.951866,18,2.25,3.2294,0.0002125,3.5218210220336914,,
2026-03-03T18:14:46.291396,19,2.375,2.7901,0.00022500000000000002,3.1352787017822266,,
2026-03-03T18:14:46.636356,20,2.5,3.2843,0.0002375,3.8946821689605713,,
2026-03-03T18:14:59.739494,21,2.625,3.1253,0.00025,3.8965799808502197,,
2026-03-03T18:15:00.077499,22,2.75,2.861,0.00026250000000000004,2.7316412925720215,,
2026-03-03T18:15:00.403980,23,2.875,2.4968,0.000275,2.18538761138916,,
