timestamp,step,epoch,eval_loss,wer,cer,eval_samples_per_second,eval_steps_per_second,eval_runtime
2026-03-03T18:51:22.265019,4,0.5,3.281320333480835,0.712468193384224,0.15448693676637637,6.046,0.189,5.2929
2026-03-03T18:51:32.806762,8,1.0,3.2509477138519287,0.712468193384224,0.15372964786065885,6.825,0.213,4.6885
2026-03-03T18:51:47.142941,12,1.5,3.152333974838257,0.638676844783715,0.13934115865202576,6.76,0.211,4.7337
2026-03-03T18:51:58.182971,16,2.0,3.0385732650756836,0.5699745547073791,0.12646724725482772,6.972,0.218,4.5896
2026-03-03T18:52:10.806885,20,2.5,2.9004597663879395,0.5241730279898219,0.10564180234759561,6.947,0.217,4.6066
2026-03-03T18:52:21.123263,24,3.0,2.791196823120117,0.49363867684478374,0.09655433547898523,6.825,0.213,4.6885
2026-03-03T18:52:35.066096,28,3.5,2.6849191188812256,0.44529262086513993,0.08973873532752745,6.772,0.212,4.7255
2026-03-03T18:52:45.376978,32,4.0,2.575465202331543,0.40458015267175573,0.08330177962892843,6.715,0.21,4.7654
2026-03-03T18:52:58.663396,36,4.5,2.4669435024261475,0.3511450381679389,0.07421431276031806,6.75,0.211,4.7408
2026-03-03T18:53:08.797069,40,5.0,2.3657190799713135,0.31806615776081426,0.06702006815600152,6.82,0.213,4.6924
2026-03-03T18:53:22.439641,44,5.5,2.2799720764160156,0.272264631043257,0.05868989019310867,6.771,0.212,4.7264
2026-03-03T18:53:32.742891,48,6.0,2.220355749130249,0.26463104325699743,0.05755395683453238,6.841,0.214,4.6776
2026-03-03T18:53:45.851270,52,6.5,2.1758861541748047,0.24427480916030533,0.050359712230215826,6.792,0.212,4.7117
2026-03-03T18:53:56.108061,56,7.0,2.1407978534698486,0.24173027989821882,0.04922377887163953,6.82,0.213,4.6924
2026-03-03T18:54:09.037548,60,7.5,2.1127796173095703,0.22646310432569974,0.045437334343051874,6.772,0.212,4.7254
2026-03-03T18:54:19.273325,64,8.0,2.0888798236846924,0.21119592875318066,0.042786823173040514,6.828,0.213,4.6868
2026-03-03T18:54:32.094550,68,8.5,2.0695629119873047,0.21628498727735368,0.04316546762589928,6.81,0.213,4.6992
2026-03-03T18:54:42.794871,72,9.0,2.0542962551116943,0.21628498727735368,0.043544112078758045,6.937,0.217,4.6132
2026-03-03T18:54:56.417142,76,9.5,2.04172420501709,0.21374045801526717,0.04240817872018175,6.954,0.217,4.6014
2026-03-03T18:55:08.198509,80,10.0,2.030365228652954,0.21882951653944022,0.044680045437334344,6.844,0.214,4.6757
2026-03-03T18:55:21.352922,84,10.5,2.0208985805511475,0.21882951653944022,0.04392275653161681,6.854,0.214,4.6687
2026-03-03T18:55:32.660894,88,11.0,2.0075550079345703,0.21628498727735368,0.045437334343051874,6.911,0.216,4.6303
2026-03-03T18:55:44.359873,88,11.0,2.0888798236846924,0.21119592875318066,0.042786823173040514,6.852,0.214,4.6698
