timestamp,step,epoch,eval_loss,wer,cer,eval_samples_per_second,eval_steps_per_second,eval_runtime
2026-02-08T17:13:41.870749,4,1.0,3.3118226528167725,0.7142857142857143,0.18213206732844195,4.52,0.146,6.8589
2026-02-08T17:14:00.729962,8,2.0,3.2021937370300293,0.7113702623906706,0.17522658610271905,4.217,0.136,7.3511
2026-02-08T17:14:39.017476,12,3.0,2.9850804805755615,0.6326530612244898,0.1493310315062581,4.436,0.143,6.9889
2026-02-08T17:15:22.771059,16,4.0,2.7965869903564453,0.7113702623906706,0.293482952093224,1.55,0.05,20.0059
2026-02-08T17:15:40.563779,20,5.0,2.6484317779541016,0.4314868804664723,0.08113940440224428,4.096,0.132,7.5676
2026-02-08T17:15:58.223727,24,6.0,2.4885785579681396,0.358600583090379,0.06689684937419077,4.166,0.134,7.4414
2026-02-08T17:16:17.457115,28,7.0,2.350522994995117,0.3206997084548105,0.0660336642209754,4.309,0.139,7.194
2026-02-08T17:16:36.398273,32,8.0,2.2508504390716553,0.3032069970845481,0.059991368148467845,4.262,0.137,7.2738
2026-02-08T17:16:58.690792,36,9.0,2.1863489151000977,0.2594752186588921,0.05610703495899871,4.445,0.143,6.9736
2026-02-08T17:17:16.074204,40,10.0,2.145009994506836,0.24198250728862974,0.053517479499352615,4.336,0.14,7.1488
2026-02-08T17:17:33.131266,44,11.0,2.1088263988494873,0.239067055393586,0.05308588692274493,4.43,0.143,6.9975
2026-02-08T17:17:50.852245,48,12.0,2.077302932739258,0.22157434402332363,0.0487699611566681,4.426,0.143,7.0036
2026-02-08T17:18:08.017705,52,13.0,2.043551445007324,0.21282798833819241,0.0487699611566681,4.422,0.143,7.0109
2026-02-08T17:18:25.550872,56,14.0,2.0181005001068115,0.20699708454810495,0.04704359085023738,4.363,0.141,7.1053
2026-02-08T17:18:43.196586,60,15.0,2.0049846172332764,0.1924198250728863,0.044885627967198964,4.401,0.142,7.0433
2026-02-08T17:19:00.572560,64,16.0,1.9997185468673706,0.19825072886297376,0.04618040569702201,4.418,0.143,7.0175
2026-02-08T17:19:18.121788,68,17.0,2.00121808052063,0.17784256559766765,0.041864479930945185,4.337,0.14,7.1472
2026-02-08T17:19:35.066435,72,18.0,1.9993879795074463,0.1836734693877551,0.04315925766076824,4.443,0.143,6.9768
2026-02-08T17:19:52.845159,76,19.0,1.9986789226531982,0.18075801749271136,0.04315925766076824,4.358,0.141,7.1137
2026-02-08T17:20:09.765943,80,20.0,2.0055806636810303,0.1924198250728863,0.04790677600345274,4.403,0.142,7.0408
2026-02-08T17:20:27.757050,84,21.0,2.0017664432525635,0.1749271137026239,0.04272766508416055,4.427,0.143,7.0018
2026-02-08T17:20:45.988072,88,22.0,1.9897994995117188,0.17784256559766765,0.044454035390591284,4.443,0.143,6.9773
2026-02-08T17:21:02.680206,92,23.0,1.9933499097824097,0.1749271137026239,0.04315925766076824,4.502,0.145,6.8864
2026-02-08T17:21:21.543312,96,24.0,2.000140428543091,0.16326530612244897,0.041432887354337505,4.396,0.142,7.0511
2026-02-08T17:21:39.202916,100,25.0,2.013944625854492,0.16909620991253643,0.041432887354337505,4.566,0.147,6.7891
2026-02-08T17:21:55.712534,104,26.0,2.0083467960357666,0.16909620991253643,0.04229607250755287,4.576,0.148,6.7742
2026-02-08T17:22:14.089101,108,27.0,2.0097522735595703,0.16909620991253643,0.04359085023737592,4.397,0.142,7.051
2026-02-08T17:22:31.293566,112,28.0,2.011852502822876,0.16326530612244897,0.041432887354337505,4.487,0.145,6.9086
2026-02-08T17:22:51.755052,116,29.0,2.0085668563842773,0.16326530612244897,0.041864479930945185,4.529,0.146,6.8452
2026-02-08T17:23:12.733863,120,30.0,2.0063517093658447,0.1661807580174927,0.041001294777729826,4.46,0.144,6.9506
2026-02-08T17:23:30.969052,124,31.0,2.0071327686309814,0.16909620991253643,0.041001294777729826,4.37,0.141,7.0939
2026-02-08T17:23:48.352776,128,32.0,2.008129358291626,0.1661807580174927,0.03970651704790678,4.486,0.145,6.9099
2026-02-08T17:24:05.487730,132,33.0,2.0114786624908447,0.16909620991253643,0.041001294777729826,4.486,0.145,6.9107
2026-02-08T17:24:23.156069,136,34.0,2.014118194580078,0.1661807580174927,0.041432887354337505,4.253,0.137,7.2897
2026-02-08T17:24:35.963003,136,34.0,2.000140428543091,0.16326530612244897,0.041432887354337505,4.343,0.14,7.1371
